id_est;cod_param;altura;id_reg
230;WSPD;10;VII
217;PM10;;VII
217;PM25;;VII
217;PRES;3;VII
217;PRES;2;VII
217;RHUM;3;VII
217;TEMP;10;VII
217;TEMP;3;VII
217;WDIR;10;VII
217;WSPD;10;VII
31;0001;;VII
31;0002;;VII
31;0003;;VII
31;0004;;VII
31;0NOX;;VII
31;PM10;;VII
31;RHUM;;VII
31;TEMP;;VII
31;WDIR;;VII
31;WSPD;;VII
31;PRES;;VII
30;0001;;VII
30;0003;;VII
30;0004;;VII
30;0008;;VII
30;PM10;;VII
30;0002;;VII
30;0NOX;;VII
30;RHUM;;VII
30;TEMP;;VII
30;WDIR;;VII
30;WSPD;;VII
226;0001;;VIII
226;0002;;VIII
226;0003;;VIII
226;0004;;VIII
226;0008;;VIII
226;0CH4;;VIII
226;0NOX;;VIII
226;NMHC;;VIII
226;PM10;;VIII
226;THCM;;VIII
226;GLOB;2;VIII
226;PRES;2;VIII
226;RAIN;2;VIII
226;RHUM;2;VIII
226;TEMP;2;VIII
226;WDIR;10;VIII
226;WSPD;10;VIII
235;0001;;VIII
235;0002;;VIII
235;0003;;VIII
235;0NOX;;VIII
235;PM10;;VIII
235;PM25;;VIII
235;RAIN;2;VIII
235;RHUM;3;VIII
235;TEMP;3;VIII
235;WDIR;14;VIII
235;WSPD;14;VIII
83;PM10;;VIII
83;PM25;;VIII
83;RAIN;;VIII
83;RAIN;2;VIII
83;TEMP;;VIII
83;TEMP;2;VIII
83;WSPD;;VIII
83;WDIR;;VIII
83;RHUM;;VIII
83;GLOB;;VIII
261;0001;;VIII
261;0002;;VIII
261;0003;;VIII
261;0004;;VIII
261;0008;;VIII
261;0NOX;;VIII
261;PM10;;VIII
261;PM25;;VIII
261;GLOB;;VIII
261;GLOB;3;VIII
261;RHUM;;VIII
261;RHUM;3;VIII
261;TEMP;;VIII
261;TEMP;2;VIII
261;TEMP;3;VIII
261;WDIR;;VIII
261;WDIR;10;VIII
261;WSPD;;VIII
261;WSPD;10;VIII
227;0001;;VIII
227;PM10;;VIII
227;PM25;;VIII
118;0001;;VIII
118;GLOB;3;VIII
118;PRES;3;VIII
118;RAIN;4;VIII
118;RHUM;3;VIII
118;TEMP;10;VIII
118;WDIR;10;VIII
118;WSPD;10;VIII
280;0001;;VIII
280;0002;;VIII
280;0003;;VIII
280;0004;;VIII
280;0008;;VIII
280;0NOX;;VIII
280;PM10;;VIII
280;PM25;;VIII
280;0CH4;;VIII
280;THCM;;VIII
280;GLOB;3;VIII
280;PRES;3;VIII
280;RAIN;4;VIII
280;RHUM;3;VIII
280;TEMP;10;VIII
280;WDIR;10;VIII
280;WSPD;10;VIII
221;0001;;VIII
221;0002;;VIII
221;0003;;VIII
221;0004;;VIII
221;0008;;VIII
221;0CH4;;VIII
221;0NOX;;VIII
221;NMHC;;VIII
221;PM10;;VIII
221;THCM;;VIII
221;GLOB;3;VIII
221;RAIN;3;VIII
221;RHUM;3;VIII
221;TEMP;3;VIII
221;WDIR;10;VIII
221;WSPD;10;VIII
286;0001;;VIII
286;0002;;VIII
286;0003;;VIII
286;0004;;VIII
286;0008;;VIII
286;0NOX;;VIII
286;PM10;;VIII
286;PM25;;VIII
286;GLOB;3;VIII
286;PRES;2;VIII
286;RAIN;1;VIII
286;RHUM;3;VIII
286;TEMP;3;VIII
286;WDIR;10;VIII
286;WSPD;10;VIII
283;PM10;;VIII
283;PM25;;VIII
283;WDIR;10;VIII
283;WSPD;10;VIII
285;0001;;VIII
285;0002;;VIII
285;0003;;VIII
285;0004;;VIII
285;0008;;VIII
285;0NOX;;VIII
285;PM10;;VIII
285;PM25;;VIII
285;GLOB;3;VIII
285;PRES;2;VIII
285;RAIN;1;VIII
285;RHUM;3;VIII
285;TEMP;3;VIII
285;WDIR;10;VIII
285;WSPD;10;VIII
135;0001;;VIII
135;0002;;VIII
135;0003;;VIII
135;0004;;VIII
135;0008;;VIII
135;0NOX;;VIII
135;PM10;;VIII
135;PM25;;VIII
135;GLOB;3;VIII
135;PRES;2;VIII
135;PRES;1;VIII
135;RAIN;1;VIII
135;RAIN;3;VIII
135;RHUM;3;VIII
135;TEMP;3;VIII
135;WDIR;10;VIII
135;WSPD;10;VIII
170;0001;;VIII
170;0002;;VIII
170;0003;;VIII
170;0004;;VIII
170;0008;;VIII
170;0NOX;;VIII
170;PM10;;VIII
170;PM25;;VIII
170;GLOB;3;VIII
170;PRES;1;VIII
170;PRES;2;VIII
170;RAIN;3;VIII
170;RAIN;1;VIII
170;RHUM;3;VIII
170;TEMP;3;VIII
170;WDIR;10;VIII
170;WSPD;10;VIII
189;0001;;VIII
189;PM10;;VIII
189;PM25;;VIII
189;RAIN;2;VIII
189;RHUM;4;VIII
189;TEMP;4;VIII
189;WDIR;12;VIII
189;WSPD;12;VIII
277;0001;;VIII
277;PM10;;VIII
277;PM25;;VIII
105;0001;;VIII
105;0003;;VIII
105;0004;;VIII
105;0008;;VIII
105;PM10;;VIII
105;PM25;;VIII
105;TRSG;;VIII
43;0001;;VIII
43;0003;;VIII
43;0004;;VIII
43;0008;;VIII
43;PM10;;VIII
43;PM25;;VIII
43;TRSG;;VIII
242;0001;;VIII
242;0002;;VIII
242;0003;;VIII
242;0008;;VIII
242;0NOX;;VIII
242;PM10;;VIII
242;PM25;;VIII
242;GLOB;3;VIII
242;RHUM;10;VIII
242;TEMP;3;VIII
242;WDIR;10;VIII
242;WSPD;10;VIII
119;0001;;VIII
119;0002;;VIII
119;0003;;VIII
119;0004;;VIII
119;0008;;VIII
119;PM10;;VIII
119;PM25;;VIII
119;0NOX;;VIII
119;TRSG;;VIII
119;GLOB;3;VIII
119;PRES;1;VIII
119;RAIN;1;VIII
119;RHUM;3;VIII
119;TEMP;3;VIII
119;WDIR;10;VIII
119;WSPD;10;VIII
236;PM10;;VIII
236;PM25;;VIII
236;GLOB;3;VIII
236;RHUM;3;VIII
236;TEMP;3;VIII
236;WDIR;10;VIII
236;WSPD;10;VIII
211;PM10;;VIII
211;PM25;;VIII
211;GLOB;3;VIII
211;RHUM;3;VIII
211;TEMP;3;VIII
211;WDIR;10;VIII
211;WSPD;10;VIII
67;PM10;;VIII
67;PM25;;VIII
67;TEMP;2;VIII
245;0001;;VIII
245;0002;;VIII
245;0003;;VIII
245;0004;;VIII
245;0008;;VIII
245;PM10;;VIII
245;PM25;;VIII
245;0NOX;;VIII
245;GLOB;3;VIII
245;PRES;2;VIII
245;RAIN;1;VIII
245;RHUM;3;VIII
245;TEMP;3;VIII
245;WDIR;10;VIII
245;WSPD;10;VIII
76;PM10;;VIII
76;WDIR;10;VIII
76;WSPD;10;VIII
213;0001;;VIII
213;0002;;VIII
213;0003;;VIII
213;0004;;VIII
213;0008;;VIII
213;PM10;;VIII
213;PM25;;VIII
213;0NOX;;VIII
213;GLOB;3;VIII
213;PRES;1;VIII
213;RAIN;1;VIII
213;RHUM;3;VIII
213;TEMP;3;VIII
213;WDIR;10;VIII
213;WSPD;10;VIII
27;0001;;VIII
27;PM10;;VIII
27;GLOB;;VIII
27;GLOB;3;VIII
27;RAIN;;VIII
27;RAIN;4;VIII
27;TEMP;;VIII
27;TEMP;10;VIII
27;WDIR;;VIII
27;WDIR;10;VIII
27;WSPD;;VIII
27;WSPD;10;VIII
241;0001;;VIII
241;0002;;VIII
241;0003;;VIII
241;0NOX;;VIII
241;PM10;;VIII
241;PM25;;VIII
241;GLOB;5;VIII
241;RAIN;4;VIII
241;RHUM;5;VIII
241;TEMP;5;VIII
241;WDIR;13;VIII
241;WSPD;13;VIII
127;PM10;;VIII
127;PM25;;VIII
91;0001;;VIII
104;0001;;VIII
104;0003;;VIII
104;0004;;VIII
104;0008;;VIII
104;PM10;;VIII
104;PM25;;VIII
209;0001;;VIII
209;PM10;;VIII
209;PM25;;VIII
240;0001;;VIII
240;0002;;VIII
240;0003;;VIII
240;0004;;VIII
240;0008;;VIII
240;0CH4;;VIII
240;0NOX;;VIII
240;PM10;;VIII
240;PM25;;VIII
240;THCM;;VIII
240;WDIR;10;VIII
240;WSPD;10;VIII
195;0001;;VIII
195;0002;;VIII
195;0003;;VIII
195;0008;;VIII
195;0NOX;;VIII
195;PM10;;VIII
195;PM25;;VIII
195;GLOB;4;VIII
195;RAIN;2;VIII
195;RHUM;4;VIII
195;TEMP;;VIII
195;TEMP;2;VIII
195;TEMP;4;VIII
195;WDIR;13;VIII
195;WSPD;13;VIII
263;0002;;IX
263;0003;;IX
263;0004;;IX
263;0NOX;;IX
263;PM10;;IX
263;PM25;;IX
263;GLOB;2;IX
263;GLOB;3;IX
263;PRES;2;IX
263;PRES;3;IX
263;RAIN;2;IX
263;RAIN;4;IX
263;RHUM;2;IX
263;RHUM;3;IX
263;TEMP;2;IX
263;TEMP;10;IX
263;WDIR;10;IX
263;WSPD;10;IX
18;PM10;;IX
18;RHUM;2;IX
18;TEMP;2;IX
18;WDIR;10;IX
18;WSPD;10;IX
186;0001;;IX
186;0002;;IX
186;0003;;IX
186;0004;;IX
186;0008;;IX
186;0NOX;;IX
186;PM10;;IX
186;PM25;;IX
186;GLOB;;IX
186;GLOB;3;IX
186;GLOB;2;IX
186;PRES;3;IX
186;PRES;;IX
186;PRES;2;IX
186;RAIN;;IX
186;RAIN;4;IX
186;RAIN;2;IX
186;RHUM;3;IX
186;RHUM;;IX
186;RHUM;2;IX
186;TEMP;;IX
186;TEMP;2;IX
186;TEMP;10;IX
186;WDIR;;IX
186;WDIR;10;IX
186;WSPD;;IX
186;WSPD;10;IX
237;PM10;;IX
237;PM25;;IX
237;GLOB;3;IX
237;PRES;3;IX
237;RAIN;4;IX
237;RHUM;3;IX
237;TEMP;10;IX
237;WDIR;10;IX
237;WSPD;10;IX
110;PM10;;IX
110;PM25;;IX
110;GLOB;;IX
110;GLOB;3;IX
110;GLOB;2;IX
110;PRES;3;IX
110;PRES;;IX
110;PRES;2;IX
110;RAIN;2;IX
110;RAIN;;IX
110;RAIN;4;IX
110;RHUM;2;IX
110;RHUM;3;IX
110;RHUM;;IX
110;TEMP;;IX
110;TEMP;10;IX
110;TEMP;2;IX
110;WDIR;10;IX
110;WDIR;;IX
110;WSPD;;IX
110;WSPD;10;IX
304;PM25;;IX
304;RHUM;10;IX
304;TEMP;10;IX
304;WDIR;10;IX
304;WSPD;10;IX
115;0001;;XIV
115;0003;;XIV
115;0004;;XIV
115;PM10;;XIV
115;PM25;;XIV
115;RHUM;2;XIV
115;TEMP;2;XIV
115;WDIR;2;XIV
115;WSPD;2;XIV
180;PM25;;XIV
180;RHUM;10;XIV
180;TEMP;10;XIV
180;WDIR;10;XIV
180;WSPD;10;XIV
126;0001;;XIV
126;0002;;XIV
126;0003;;XIV
126;0004;;XIV
126;0008;;XIV
126;0NOX;;XIV
126;PM10;;XIV
126;TRSG;;XIV
126;WDIR;10;XIV
126;WSPD;10;XIV
49;0001;;XIV
49;0002;;XIV
49;0003;;XIV
49;0004;;XIV
49;0008;;XIV
49;0NOX;;XIV
49;PM10;;XIV
49;TRSG;;XIV
49;WDIR;;XIV
49;WSPD;;XIV
94;0001;;XIV
94;0002;;XIV
94;0003;;XIV
94;0004;;XIV
94;0008;;XIV
94;0NOX;;XIV
94;PM10;;XIV
94;TRSG;;XIV
94;WDIR;;XIV
94;WSPD;;XIV
267;0001;;XIV
267;0003;;XIV
267;0004;;XIV
267;0008;;XIV
267;PM10;;XIV
267;PM25;;XIV
267;RHUM;2;XIV
267;RHUM;3;XIV
267;TEMP;;XIV
267;TEMP;2;XIV
267;TEMP;10;XIV
267;WDIR;;XIV
267;WDIR;10;XIV
267;WSPD;;XIV
267;WSPD;10;XIV
218;PM10;;XIV
218;PM25;;XIV
218;RHUM;3;XIV
218;TEMP;3;XIV
218;WDIR;12;XIV
218;WSPD;12;XIV
229;PM10;;X
229;PM25;;X
229;RHUM;2;X
229;RHUM;3;X
229;TEMP;;X
229;TEMP;2;X
229;TEMP;10;X
229;WDIR;;X
229;WDIR;10;X
229;WSPD;;X
229;WSPD;10;X
298;PM25;;X
111;0001;;X
111;0003;;X
111;0004;;X
111;PM10;;X
111;PM25;;X
111;RHUM;2;X
111;TEMP;2;X
111;WDIR;2;X
111;WSPD;2;X
198;PM25;;X
198;RHUM;10;X
198;TEMP;10;X
198;WDIR;10;X
198;WSPD;10;X
54;PM10;;X
54;PM25;;X
54;GLOB;3;X
54;PRES;3;X
54;RHUM;3;X
54;TEMP;10;X
54;TEMP;3;X
54;WDIR;10;X
54;WSPD;10;X
74;0001;;X
74;0003;;X
74;0004;;X
74;0008;;X
74;PM10;;X
93;0001;;X
93;0003;;X
93;0004;;X
93;0008;;X
93;PM10;;X
281;PM10;;X
281;PM25;;X
166;PM25;;XI
166;RHUM;3;XI
166;TEMP;3;XI
166;WDIR;10;XI
166;WSPD;10;XI
296;PM25;;XI
238;PM10;;XI
238;PM25;;XI
238;GLOB;2;XI
238;GLOB;3;XI
238;RHUM;2;XI
238;RHUM;3;XI
238;TEMP;2;XI
238;TEMP;10;XI
238;WDIR;10;XI
238;WSPD;10;XI
264;0001;;XI
264;0002;;XI
264;0003;;XI
264;0004;;XI
264;0008;;XI
264;0NOX;;XI
264;PM10;;XI
264;PM25;;XI
264;PRES;3;XI
264;RHUM;3;XI
264;TEMP;10;XI
264;WDIR;10;XI
264;WSPD;10;XI
264;GLOB;;XI
264;RAIN;;XI
191;PM25;;XII
